date,open,high,low,close,volume,amount,turn,pct_change,windcode
2020-01-01,4.81,5.16,4.8,5.03,179681147.0,1039073216.0,2.57,,000425.SZ
2020-01-02,5.04,5.07,4.95,5.01,99420548.0,574220646.0,1.42,-0.3976143141153132,000425.SZ
2020-01-05,4.97,5.13,4.7,4.83,248780807.0,1411194169.0,3.56,-3.59281437125748,000425.SZ
2020-01-06,4.83,4.97,4.83,4.88,116583612.0,657402529.0,1.67,1.0351966873705987,000425.SZ
2020-01-07,4.85,4.91,4.77,4.81,100013921.0,558259772.0,1.43,-1.434426229508201,000425.SZ
2020-01-08,4.88,4.91,4.82,4.86,83843587.0,469204076.0,1.2,1.0395010395010562,000425.SZ
2020-01-09,4.88,5.01,4.83,4.96,111004100.0,631476148.0,1.59,2.0576131687242816,000425.SZ
2020-01-12,4.98,5.03,4.93,5.0,80538144.0,461875981.0,1.15,0.8064516129032251,000425.SZ
2020-01-13,4.96,5.01,4.87,4.88,83713770.0,475717863.0,1.2,-2.400000000000002,000425.SZ
2020-01-14,4.89,4.9,4.74,4.83,71395029.0,395524684.0,1.02,-1.0245901639344246,000425.SZ
2020-01-15,4.84,4.87,4.77,4.77,56421759.0,312296166.0,0.81,-1.242236024844734,000425.SZ
2020-01-16,4.79,4.84,4.77,4.83,65210311.0,361934022.0,0.93,1.2578616352201255,000425.SZ
2020-01-19,4.85,4.97,4.85,4.94,82093739.0,466373206.0,1.17,2.2774327122153215,000425.SZ
2020-01-20,4.93,4.93,4.55,4.64,186312352.0,1010119384.0,2.66,-6.072874493927138,000425.SZ
2020-01-21,4.61,4.73,4.54,4.7,100466512.0,538911803.0,1.44,1.2931034482758674,000425.SZ
2020-01-22,4.64,4.72,4.46,4.5,114385168.0,603659275.0,1.64,-4.255319148936176,000425.SZ
2020-02-02,4.05,4.05,4.05,4.05,33556100.0,156706987.0,0.48,-10.000000000000009,000425.SZ
2020-02-03,3.81,4.11,3.81,4.07,185324192.0,859228158.0,2.65,0.4938271604938427,000425.SZ
2020-02-04,4.1,4.22,4.03,4.09,146378640.0,697017463.0,2.09,0.49140049140048436,000425.SZ
2020-02-05,4.09,4.18,4.01,4.14,108077778.0,512782030.0,1.55,1.2224938875305513,000425.SZ
2020-02-06,4.12,4.16,4.06,4.12,91652605.0,433545297.0,1.31,-0.48309178743960457,000425.SZ
2020-02-09,4.09,4.31,4.06,4.28,132213279.0,644519211.0,1.89,3.8834951456310662,000425.SZ
2020-02-10,4.25,4.34,4.22,4.25,127324591.0,628265314.0,1.82,-0.7009345794392607,000425.SZ
2020-02-11,4.23,4.31,4.18,4.29,106946135.0,523252583.0,1.53,0.9411764705882453,000425.SZ
2020-02-12,4.29,4.38,4.24,4.25,108839779.0,540166802.0,1.56,-0.9324009324009341,000425.SZ
2020-02-13,4.23,4.3,4.2,4.28,93916767.0,461515317.0,1.34,0.7058823529411784,000425.SZ
2020-02-16,4.28,4.41,4.27,4.41,112939092.0,568662189.0,1.61,3.0373831775700966,000425.SZ
2020-02-17,4.42,4.48,4.38,4.43,110456029.0,563328958.0,1.58,0.45351473922901064,000425.SZ
2020-02-18,4.42,4.49,4.38,4.38,112074945.0,572266986.0,1.6,-1.1286681715575564,000425.SZ
2020-02-19,4.39,4.53,4.38,4.52,137711631.0,707221492.0,1.97,3.1963470319634535,000425.SZ
2020-02-20,4.52,4.64,4.49,4.6,132332561.0,696812136.0,1.89,1.7699115044247815,000425.SZ
2020-02-23,4.57,4.67,4.52,4.64,116701197.0,617600649.0,1.67,0.8695652173912993,000425.SZ
2020-02-24,4.51,4.56,4.36,4.49,144820787.0,748415037.0,2.07,-3.2327586206896464,000425.SZ
2020-02-25,4.42,4.72,4.38,4.58,200940085.0,1063716331.0,2.87,2.0044543429843964,000425.SZ
2020-02-26,4.68,4.9,4.61,4.72,238536978.0,1308712602.0,3.41,3.056768558951961,000425.SZ
2020-02-27,4.58,4.79,4.51,4.57,189857125.0,1015000312.0,2.71,-3.177966101694907,000425.SZ
2020-03-01,4.62,4.98,4.62,4.95,259447516.0,1452261252.0,3.71,8.315098468271342,000425.SZ
2020-03-02,5.1,5.13,4.82,4.9,244014732.0,1382549029.0,3.49,-1.0101010101010055,000425.SZ
2020-03-03,4.83,5.03,4.8,5.03,189033552.0,1076220948.0,2.7,2.6530612244897833,000425.SZ
2020-03-04,5.06,5.1,4.96,5.03,159148447.0,924326843.0,2.28,0.0,000425.SZ
2020-03-05,4.97,4.97,4.83,4.88,126076781.0,711403748.0,1.8,-2.982107355864816,000425.SZ
2020-03-08,4.77,4.78,4.64,4.65,134740327.0,731284237.0,1.93,-4.7131147540983465,000425.SZ
2020-03-09,4.6,4.75,4.51,4.72,116372298.0,625768798.0,1.66,1.5053763440860068,000425.SZ
2020-03-10,4.76,4.76,4.55,4.57,97302674.0,522765224.0,1.39,-3.177966101694907,000425.SZ
2020-03-11,4.51,4.56,4.39,4.5,106626094.0,549180526.0,1.52,-1.5317286652078876,000425.SZ
2020-03-12,4.22,4.52,4.16,4.44,112892932.0,567538650.0,1.61,-1.3333333333333197,000425.SZ
2020-03-15,4.51,4.51,4.23,4.24,103608940.0,519491721.0,1.48,-4.504504504504503,000425.SZ
2020-03-16,4.25,4.46,4.14,4.46,145565119.0,729243411.0,2.08,5.188679245283012,000425.SZ
2020-03-17,4.49,4.58,4.33,4.33,98738920.0,507871403.0,1.41,-2.914798206278024,000425.SZ
2020-03-18,4.31,4.42,4.23,4.34,98670902.0,493392138.0,1.41,0.2309468822170757,000425.SZ
2020-03-19,4.4,4.51,4.34,4.48,90993802.0,464694548.0,1.3,3.2258064516129226,000425.SZ
2020-03-22,4.38,4.44,4.32,4.35,74234811.0,374588832.0,1.06,-2.9017857142857317,000425.SZ
