date,open,high,low,close,volume
2016-11-03,15.843,15.877,15.583,15.795,47956.0
2016-11-04,15.658,15.676,15.417,15.491,82580.0
2016-11-07,15.494,15.546,15.287,15.357,67425.0
2016-11-08,15.361,15.717,15.328,15.684,68578.0
2016-11-09,15.687,15.762,15.342,15.669,50223.0
2016-11-10,15.732,15.765,15.483,15.543,61500.0
2016-11-11,15.517,15.572,15.361,15.454,45034.0
2016-11-14,15.472,15.546,15.135,15.257,115997.0
2016-11-15,15.257,15.402,15.22,15.324,47062.0
2016-11-16,15.324,15.602,15.283,15.524,48379.0
2016-11-17,15.524,15.602,15.457,15.532,32718.0
2016-11-18,15.561,15.569,15.391,15.409,41676.0
2016-11-21,15.45,15.569,15.372,15.535,48495.0
2016-11-22,15.546,15.724,15.509,15.695,61092.0
2016-11-23,15.676,15.732,15.546,15.621,39176.0
2016-11-24,15.591,15.891,15.587,15.817,63943.0
2016-11-25,15.806,15.951,15.647,15.81,59604.0
2016-11-28,15.91,15.91,15.676,15.717,41508.0
2016-11-29,15.713,15.813,15.606,15.717,47929.0
2016-11-30,15.743,15.936,15.635,15.902,46518.0
2016-12-01,15.862,15.943,15.758,15.906,36125.0
2016-12-02,15.943,16.047,15.81,15.969,72730.0
2016-12-05,15.877,16.01,15.806,15.988,77857.0
2016-12-06,15.984,16.318,15.91,16.273,67096.0
2016-12-07,16.325,16.359,16.151,16.259,63317.0
2016-12-08,16.322,16.388,15.995,16.055,55604.0
2016-12-09,16.058,16.062,15.832,15.921,68255.0
2016-12-12,15.954,16.307,15.724,16.084,76748.0
2016-12-13,16.006,16.025,15.732,15.88,38338.0
2016-12-14,15.891,15.94,15.747,15.858,25356.0
2016-12-15,15.873,15.917,15.717,15.762,51825.0
2016-12-16,15.736,15.813,15.684,15.802,50156.0
2016-12-19,15.843,15.947,15.762,15.865,44896.0
2016-12-20,15.91,15.91,15.305,15.539,96968.0
2016-12-21,15.476,15.669,15.472,15.617,45516.0
2016-12-22,15.613,15.647,15.268,15.335,62892.0
2016-12-23,15.35,15.424,15.268,15.335,69363.0
2016-12-26,15.213,15.587,15.101,15.487,73548.0
2016-12-27,15.461,15.691,15.454,15.55,28203.0
2016-12-28,15.535,15.565,15.279,15.387,43158.0
2016-12-29,15.413,15.435,15.268,15.402,38232.0
2016-12-30,15.465,15.48,15.313,15.398,48789.0
2017-01-03,15.361,15.732,15.324,15.583,45691.0
2017-01-04,15.635,15.895,15.587,15.799,47645.0
2017-01-05,15.784,15.869,15.721,15.802,48903.0
2017-01-06,15.784,15.858,15.539,15.58,41927.0
2017-01-09,15.55,15.595,15.287,15.424,71542.0
2017-01-10,15.417,15.621,15.357,15.598,32582.0
2017-01-11,15.609,15.609,15.287,15.313,52474.0
2017-01-12,15.309,15.446,15.231,15.309,35404.0
2017-01-13,15.309,15.461,15.268,15.457,53792.0
2017-01-16,15.398,15.806,15.287,15.762,141228.0
2017-01-17,15.658,15.754,15.606,15.691,34105.0
