date,open,high,low,close,volume,amount,turn,pct_change,windcode,completeness,accuracy,timeliness,compliance_score,quality_score,a_probability,token_level_pred,trust_weight,ma_5,ma_5_bias,ma_10,ma_10_bias,ma_20,ma_20_bias,ma_60,ma_60_bias,rsi,macd,macd_signal,macd_hist,boll_mid,boll_upper,boll_lower,boll_width,return_1d,return_3d,return_5d,return_10d,return_20d,volatility_5d,volatility_10d,volatility_20d,volume_ma_5,volume_ratio_5,volume_ma_10,volume_ratio_10,volume_ma_20,volume_ratio_20,ema_5,ema_10,ema_20,ema_60,wma_10,wma_20,dema_10,tema_10,dema_20,tema_20,trima_12,trima_20,kama,adx,adxr,aroon_up,aroon_down,cci,vortex_pos,vortex_neg,kdj_k,kdj_d,kdj_j,stoch_k,stoch_d,willr,roc_10,mom_10,roc_20,mom_20,trix,cmo,mfi,tsi,atr,natr,stddev,mass_index,choppiness,obv,vwap,cmf,ad_line,pvt,nvi,force_index,eom,pivot,r1,s1,r2,s2,doji,hammer,engulfing,morning_star,boll_pct_b,future_return_5d,target_5d
2020-03-03,403.0,405.0,401.0,402.0,118360.0,43652710060.0,0.0,2.2900763358778553,AU.SHF,99.98725302740598,100,99.0,100.0,96.53074723946787,0.7524324821722154,A,0.9653074723946787,400.4,0.39960039960040533,403.4,-0.34705007436786744,396.3,1.438304314912942,0.0,0.0,60.65573770491804,4.376922483150906,4.9908325763922345,-0.6139100932413282,396.3,414.2601898946704,378.3398101053296,0.09063936358652741,2.2900763358778553,-0.4950495049504955,-1.4705882352941124,1.2594458438287104,3.875968992248069,28.16222166381401,26.33232726756716,18.95145232180816,133976.2,0.8834404916694159,128055.6,0.9242860132629889,90586.55,1.3065957363427572,399.9410609453132,400.0474199339536,397.00202926041413,388.780519098012,401.94545454545454,399.7142857142857,401.8504936274321,399.6741136176887,403.1103861859523,403.991571931006,395.6458333333333,388.4975,403.7388068420575,25.583400223136348,23.318758584178717,50.0,100.0,26.617826617826996,0.7684210526315789,0.8631578947368421,42.72274399180732,53.675283000339064,20.817665974743846,48.148148148148145,32.62335379502602,-51.85185185185185,1.2594458438287104,5.0,3.875968992248069,15.0,0.21837503886985576,21.311475409836067,58.903839515706565,31.479209527038705,6.197200575724293,1.5415921830159933,7.750221549474005,24.957132029359546,47.67005291922242,542094.0,390.2033244047312,0.041952381354937035,167240.42289815447,-1172.97243392697,1005.8566551649743,-74501.39551533267,-3167.0163579239165,392.6666666666667,394.33333333333337,391.33333333333337,395.6666666666667,389.6666666666667,0,0,0,0,0.658684291018867,0.00746268656716409,1
2020-03-04,400.0,403.0,400.0,402.0,55414.0,20375581100.0,0.0,0.0,AU.SHF,99.98725302740598,100,99.0,100.0,96.53074723946787,0.7524324821722154,A,0.9653074723946787,399.0,0.7518796992481203,403.8,-0.4457652303120385,397.15,1.2212010575349421,0.0,0.0,60.65573770491804,4.247389993757054,4.842144059865198,-0.5947540661081447,397.15,414.4556121107086,379.84438788929134,0.08714899715829605,0.0,2.0304568527918843,-1.7114914425427896,1.005025125628145,4.415584415584406,27.92527552790481,26.33208250956675,18.781273694940463,124852.4,0.44383608164520666,124997.9,0.4433194477667225,90275.2,0.6138341427102904,400.6273739635422,400.40243449141656,397.47802647370804,389.2139447013559,401.6909090909091,400.25714285714287,402.16814306036866,400.35689704142084,403.43529926598467,404.0958673909393,396.82638888888886,389.1825,403.717446493489,24.57515210051433,22.835111722548874,57.142857142857146,100.0,8.196721311474853,0.7422680412371134,0.8865979381443299,44.53121204392093,50.627259348199686,32.33911743536342,48.148148148148145,38.995317156236695,-51.85185185185185,1.005025125628145,4.0,4.415584415584406,17.0,0.2051631089760031,21.311475409836067,55.50361799539937,29.623684813880725,5.968829106029701,1.4847833597088809,7.04030781045341,25.108525003682864,48.459504768905404,542094.0,390.3471131212624,0.018187034289536205,185711.75623148782,-1172.97243392697,1005.8566551649743,-63858.33901314229,-3896.651250935774,402.6666666666667,404.33333333333337,400.33333333333337,406.6666666666667,398.6666666666667,0,0,0,0,0.6401279529719398,-0.0024875621890547706,0
2020-03-05,410.0,413.0,409.0,410.0,134667.0,50614323160.0,0.0,1.990049751243772,AU.SHF,99.98725302740598,100,99.0,100.0,96.53074723946787,0.7524324821722154,A,0.9653074723946787,400.2,2.4487756121939057,404.2,1.4349332013854557,398.3,2.937484308310316,0.0,0.0,64.17910447761194,4.735677758548093,4.820850799601778,-0.08517304105368506,398.3,415.82111508107283,380.7788849189272,0.08797948823034306,1.990049751243772,4.325699745547085,1.4851485148514865,0.9852216748768461,5.943152454780365,30.653476834029274,26.291885992658486,19.787688739982563,115032.8,1.170683492012713,128076.4,1.0514583482983595,94573.7,1.423937098791736,403.75158264236154,402.14744640206806,398.6705953809739,389.89545471114747,402.8181818181818,401.4809523809524,405.0198540671983,404.4434065849323,405.1394997757981,406.2000614340143,398.0625,389.9025,403.7946244350254,24.68880185210474,23.103046573246754,64.28571428571429,35.714285714285715,97.35006973500754,0.780952380952381,0.8761904761904762,58.85414136261395,53.36955335300445,69.82331738183296,77.77777777777779,58.02469135802469,-22.22222222222222,0.9852216748768461,4.0,5.943152454780365,23.0,0.20013216929346545,28.35820895522388,57.96208424080811,29.729768178996625,6.328198455599008,1.5434630379509775,6.744961489475153,25.27558803782734,51.46244717431704,676761.0,390.9481880809214,-0.01823801799131536,118378.25623148782,1506.9678645804802,1005.8566551649743,99169.42370302088,-2308.301915775885,401.6666666666667,403.33333333333337,400.33333333333337,404.6666666666667,398.6666666666667,1,0,0,0,0.8338828592204988,-0.051219512195122,0
2020-03-08,416.0,416.0,405.0,408.0,237196.0,89208819200.0,0.0,-0.4878048780487809,AU.SHF,99.98725302740598,100,99.0,100.0,96.53074723946787,0.7524324821722154,A,0.9653074723946787,403.0,1.240694789081886,403.6,1.0901883052527197,399.3,2.1788129226145725,0.0,0.0,61.19402985074626,4.904727400380921,4.837626119757607,0.067101280623314,399.3,416.62779938650414,381.9722006134959,0.08679088097422552,-0.4878048780487809,1.4925373134328401,3.5532994923857864,-1.449275362318836,5.154639175257736,21.004353857115234,24.238283022509574,19.98304213049192,127357.0,1.8624496494107117,138797.6,1.7089344484342668,103884.65,2.283263215499114,405.1677217615744,403.21154705623746,399.5591101065954,390.4890463599623,403.5090909090909,402.4047619047619,406.43232659021,406.24571927013574,406.2158226441415,407.3453000830855,399.3055555555555,390.65999999999997,403.88068933547765,24.192844720839787,23.14400272201167,71.42857142857143,42.857142857142854,74.20289855072511,0.7543859649122807,0.8771929824561403,62.692884365199426,56.47733035706945,75.12399238145937,70.37037037037037,65.4320987654321,-29.629629629629626,-1.449275362318836,-6.0,5.154639175257736,20.0,0.19774231037161805,22.388059701492537,48.904356825711126,29.113705631830268,6.661898565913365,1.632818275959158,6.283153824157066,25.64200498382776,54.57863935832546,439565.0,391.8751737944487,-0.0439603447085151,10561.892595124184,349.9142060438937,1005.8566551649743,17232.077459732187,-2669.5364201395764,410.6666666666667,412.33333333333337,408.33333333333337,414.6666666666667,406.6666666666667,0,0,0,0,0.7510416875779403,-0.07107843137254899,0
2020-03-09,406.0,407.0,400.0,402.0,150891.0,55893912019.0,0.0,-1.4705882352941124,AU.SHF,99.98725302740598,100,99.0,100.0,96.53074723946787,0.7524324821722154,A,0.9653074723946787,404.8,-0.6916996047430858,403.2,-0.29761904761904484,400.05,0.4874390701162326,0.0,0.0,53.6231884057971,4.502646892980749,4.770630274402236,-0.2679833814214865,400.05,416.40751879267197,383.69248120732806,0.08177737179188578,-1.4705882352941124,0.0,2.2900763358778553,-0.9852216748768461,3.875968992248069,25.75298542238027,23.375175376340483,20.844335357935442,139305.6,1.0831653573151403,136500.4,1.105425332086939,109309.8,1.3803977319508407,404.1118145077163,402.99126577328514,399.79157581072917,390.8664546760291,403.2181818181818,402.66190476190474,405.44621888775623,404.6669549190126,406.02464183891567,406.6632507752063,400.3888888888889,391.46500000000003,403.8539416963112,23.03895539203958,23.24010936480451,78.57142857142857,50.0,-13.20754716981133,0.7008547008547008,0.9658119658119658,57.84463895951567,56.93309989121819,59.667717096110636,48.148148148148145,65.43209876543209,-51.85185185185185,-0.9852216748768461,-4.0,3.875968992248069,15.0,0.1908099849882383,7.246376811594203,42.85565452500835,26.61792625588876,6.757477239776696,1.6809644875066407,6.012806844880666,25.978539042303233,55.562910753712224,288674.0,392.21494064868176,-0.05196957267648477,-54105.678833447244,-1869.0710880737454,991.0646455301953,-114564.79074880098,-5818.220936222001,409.6666666666667,414.33333333333337,403.33333333333337,420.6666666666667,398.6666666666667,0,0,0,0,0.5596056169861646,-0.10199004975124382,0
2020-03-10,403.0,406.0,403.0,405.0,99485.0,36835091320.0,0.0,0.746268656716409,AU.SHF,99.98725302740598,100,99.0,100.0,96.53074723946787,0.7524324821722154,A,0.9653074723946787,405.4,-0.09866798223975759,402.9,0.5212211466865284,401.0,0.997506234413965,0.0,0.0,54.929577464788736,4.375630576436663,4.691630334809122,-0.31599975837245875,401.0,416.0787406985005,385.9212593014995,0.07520568926932916,0.746268656716409,-1.2195121951219523,0.746268656716409,-0.7352941176470562,4.922279792746109,20.692901624486638,23.585693326839948,20.85731483073107,135530.6,0.7340408734263701,134753.4,0.7382745073593691,112129.65,0.887231878454985,404.4078763384776,403.35649017814234,400.2876162097073,391.3298496046839,403.54545454545456,403.1333333333333,405.6639081485019,404.90561796525674,406.3758553580944,406.82261055206277,401.2083333333333,392.32,403.86649517265477,21.967486729582244,23.46614864219316,85.71428571428571,57.142857142857146,3.411306042885031,0.711864406779661,0.9915254237288136,58.3161790594302,57.394126280622196,60.1602846170462,59.25925925925925,59.25925925925926,-40.74074074074074,-0.7352941176470562,-3.0,4.922279792746109,19.0,0.1836509148603227,9.859154929577464,43.30642679387224,25.18741934758536,6.560514579792646,1.6198801431586782,5.7612765679409454,26.162775122556308,55.88540051444619,388159.0,392.46072450247397,-0.035875437602977275,-20944.01216678058,-1126.645714939426,998.4606503475848,-55561.963498972276,-5935.086622782173,403.0,406.0,399.0,410.0,396.0,0,0,0,0,0.6326370709590416,-0.0864197530864198,0
2020-03-11,402.0,404.0,399.0,401.0,156119.0,57352300320.0,0.0,-0.987654320987652,AU.SHF,99.98725302740598,100,99.0,100.0,96.53074723946787,0.7524324821722154,A,0.9653074723946787,405.2,-1.0365251727541926,402.1,-0.27356379010197035,401.6,-0.14940239043825268,0.0,0.0,46.268656716417915,3.907163313315948,4.534736930510487,-0.627573617194539,401.6,415.5834488630397,387.61655113696037,0.06963868955697039,-0.987654320987652,-1.715686274509809,-0.24875621890547706,-1.9559902200488977,3.084832904884327,22.2872409950997,23.942706995361522,21.202195562431033,155671.6,1.0028739988539976,140262.0,1.1130527156321741,117227.35,1.331762596356567,403.27191755898514,402.92803741848,400.3554622849733,391.64690371600574,403.2,403.1333333333333,404.4653725908687,403.21488560623743,405.9252536778023,405.86038897922117,401.8611111111111,393.21750000000003,403.7885734632043,20.42422263786536,23.743577594880797,92.85714285714286,64.28571428571429,-39.08045977011467,0.6637931034482759,1.043103448275862,52.21078603962013,55.666346200288174,45.29966571828405,44.44444444444444,50.617283950617285,-55.55555555555556,-1.9559902200488977,-8.0,3.084832904884327,12.0,0.1724534591278193,-7.462686567164179,36.75483264722923,22.711613268275524,6.520477824093172,1.6260543202227362,5.815855553929574,26.353286195216185,55.23765280667692,232040.0,392.7273028252739,-0.05533384711007014,-52167.81216678058,-2668.5617643221385,998.4606503475848,-136835.3972848334,-7755.905306070024,404.6666666666667,406.33333333333337,403.33333333333337,407.6666666666667,401.6666666666667,0,0,0,0,0.4785460652133569,-0.08478802992518708,0
2020-03-12,387.0,391.0,381.0,389.0,238963.0,84573755160.0,0.0,-2.9925187032418976,AU.SHF,99.98725302740598,100,99.0,100.0,96.53074723946787,0.7524324821722154,A,0.9653074723946787,401.0,-2.9925187032418954,400.6,-2.8956565152271647,401.6,-3.137450199203193,0.0,0.0,32.3943661971831,2.538339522400065,4.135457448888403,-1.5971179264883375,401.6,415.5834488630397,387.61655113696037,0.06963868955697039,-2.9925187032418976,-3.233830845771146,-5.1219512195122,-3.712871287128716,0.0,21.731469113067885,27.474209699716255,23.981424416801623,176530.8,1.353661797261441,145781.8,1.6391826688928248,126787.95,1.8847453563213223,398.5146117059901,400.39566697875637,399.27398968640443,391.5601199876121,400.8181818181818,401.93333333333334,399.5815472145732,396.63450382449815,403.33484954787787,401.9109386731731,402.2430555555555,394.0925,403.0148126514626,20.77570457232219,25.280240426003473,100.0,0.0,-193.4369602763384,0.5714285714285714,1.0952380952380953,42.426238312127715,51.252976904234686,24.772761127913782,22.857142857142858,42.18694885361551,-77.14285714285715,-3.712871287128716,-15.0,0.0,0.0,0.14788717110414407,-35.2112676056338,28.427562757459484,17.569182798574047,7.483300836657946,1.9237277215058988,6.368276458740025,26.69182204415773,48.537552825682965,-6923.0,392.4754935800252,0.024212078024617625,91209.9878332194,-9819.574233150073,998.4606503475848,-526938.3405298572,-14477.188551570018,401.3333333333333,403.66666666666663,398.66666666666663,406.3333333333333,396.3333333333333,0,0,0,0,0.04946736948051115,-0.046272493573264795,0
2020-03-15,380.0,381.0,374.0,379.0,193447.0,67020217440.0,0.0,-2.570694087403602,AU.SHF,99.98725302740598,100,99.0,100.0,96.53074723946787,0.7524324821722154,A,0.9653074723946787,395.2,-4.099190283400807,399.1,-5.036331746429472,401.0,-5.486284289276807,0.0,0.0,31.506849315068493,0.6392514865269732,3.4362162564161167,-2.7969647698891436,401.0,417.67017506932933,384.32982493067067,0.08314301780214131,-2.570694087403602,-6.419753086419755,-7.107843137254899,-3.8071065989847663,-3.069053708439895,23.375146435577598,27.682950535519012,25.570117586883157,167781.0,1.152973221044099,147569.0,1.310891853980172,133952.3,1.4441484020804423,392.0097411373267,396.5055457098915,397.3431335257945,391.1483127749035,396.8909090909091,399.7809523809524,392.6566212283068,387.76238186764385,399.27027973133767,396.05147658457287,402.26388888888886,394.9125,401.75832087575117,21.61869398047861,25.96456962478645,35.714285714285715,0.0,-209.86460348162524,0.549618320610687,1.0916030534351144,32.25241284300578,44.91945555049172,6.918327428033905,11.904761904761903,26.402116402116402,-88.09523809523809,-3.8071065989847663,-15.0,-3.069053708439895,-12.0,0.10714501033466384,-36.986301369863014,28.347652319708075,11.29880754876565,8.020207919753808,2.116149846900741,8.8030963583561,27.02219416496968,43.10356172079144,-200370.0,391.97798847675915,0.05386314826340552,174115.84497607657,-14792.50482440972,972.7932814440478,-728014.2918827347,-14702.176725171856,387.0,393.0,383.0,397.0,377.0,0,0,0,0,-0.1598610964943242,-0.02110817941952503,0
2020-03-16,372.0,372.0,360.0,361.0,240329.0,80303067580.0,0.0,-4.74934036939314,AU.SHF,99.98725302740598,100,99.0,100.0,96.53074723946787,0.7524324821722154,A,0.9653074723946787,387.0,-6.718346253229974,395.9,-8.815357413488249,399.4,-9.614421632448668,0.0,0.0,23.595505617977523,-2.2918203533910173,2.2906089344546903,-4.582429287845708,399.4,423.6998808747348,375.10011912526517,0.12168192726457092,-4.74934036939314,-9.975062344139651,-10.199004975124382,-8.14249363867684,-8.14249363867684,33.08523484398943,35.29105297780765,30.185534598029122,185668.6,1.2943976525917682,162487.1,1.4790651073223657,143230.05,1.6779230336092184,381.6731607582178,390.0499919444567,393.8818827138141,390.1598435035952,389.96363636363634,395.9714285714286,381.6190551968952,373.86575841146276,392.4938833079899,386.5822153839653,401.8611111111111,395.62250000000006,397.2620241932523,23.232888609138186,27.015727541342088,42.857142857142854,0.0,-219.43874058863707,0.46938775510204084,1.0748299319727892,22.09684665724195,37.3119192527418,-8.333298533757755,1.7857142857142856,12.182539682539682,-98.21428571428571,-8.14249363867684,-32.0,-8.14249363867684,-32.0,0.04238546117654174,-52.80898876404494,21.481660189570434,3.537914267665449,8.804478782628536,2.4389137902018105,13.436255692452544,27.52114823222695,36.56915237170251,-440699.0,390.84595064102916,-0.03866029327092436,-26158.32169059012,-26206.547040768557,972.7932814440478,-1242001.1073280585,-18712.08675517694,378.0,382.0,375.0,385.0,371.0,0,0,0,0,-0.29012733021101783,0.08310249307479234,1
