date,open,high,low,close,volume,amount,turn,pct_change,windcode,completeness,accuracy,timeliness,compliance_score,quality_score,a_probability,token_level_pred,trust_weight,ma_5,ma_5_bias,ma_10,ma_10_bias,ma_20,ma_20_bias,ma_60,ma_60_bias,rsi,macd,macd_signal,macd_hist,boll_mid,boll_upper,boll_lower,boll_width,return_1d,return_3d,return_5d,return_10d,return_20d,volatility_5d,volatility_10d,volatility_20d,volume_ma_5,volume_ratio_5,volume_ma_10,volume_ratio_10,volume_ma_20,volume_ratio_20,ema_5,ema_10,ema_20,ema_60,wma_10,wma_20,dema_10,tema_10,dema_20,tema_20,trima_12,trima_20,kama,adx,adxr,aroon_up,aroon_down,cci,vortex_pos,vortex_neg,kdj_k,kdj_d,kdj_j,stoch_k,stoch_d,willr,roc_10,mom_10,roc_20,mom_20,trix,cmo,mfi,tsi,atr,natr,stddev,mass_index,choppiness,obv,vwap,cmf,ad_line,pvt,nvi,force_index,eom,pivot,r1,s1,r2,s2,doji,hammer,engulfing,morning_star,boll_pct_b,future_return_5d,target_5d
2020-03-03,5.69,5.85,5.64,5.73,7306905.0,51382536.0,1.54,0.5263157894736858,000408.SZ,99.87253027405991,100,99.0,100.0,96.6092382945321,0.7073222460835231,A,0.9660923829453211,5.718000000000001,0.20986358866735857,5.914,-3.1112614135948475,5.66,1.2367491166077789,0.0,0.0,54.62555066079297,0.002043620530210788,-0.002724508771390749,0.004768129301601537,5.66,6.372504847628941,4.947495152371059,0.2517684973953856,0.5263157894736858,4.94505494505495,-3.3726812816188723,-0.865051903114189,15.991902834008087,78.06479413974778,65.66458967577961,51.81396183018303,8613208.4,0.8483371887298117,12916190.8,0.5657167127013949,11072949.95,0.6598878377482417,5.750928542482746,5.777969620427918,5.766944515557752,5.846145907703205,5.819636363636364,5.784809523809524,5.783227354336704,5.737468883052618,5.761904138685557,5.819334354084459,5.653680555555556,5.68085,6.007252770193777,21.08879595594539,27.577393202724544,57.142857142857146,100.0,-24.436536180308355,0.977426636568849,0.8668171557562079,33.34345341553733,42.92175295992135,14.186854326769293,30.000000000000014,32.214268670961594,-69.99999999999999,-0.865051903114189,-0.04999999999999982,15.991902834008087,0.79,0.10258002550367351,9.251101321585935,61.76398617908904,-2.169204057599407,0.29160532177017773,5.089098111172386,0.2772232805028247,26.512690630033482,52.7873869437999,79053840.0,5.9248188405717785,0.14972835876038623,48578898.81406501,3354758.236371882,842.1597023757976,-117353.30676180526,0.025640884956235142,5.760000000000001,5.850000000000001,5.610000000000001,6.000000000000001,5.5200000000000005,0,0,0,0,0.5491224728034797,-0.05235602094240854,0
2020-03-04,5.75,5.87,5.75,5.87,9157335.0,65519914.0,1.93,2.44328097731239,000408.SZ,99.87253027405991,100,99.0,100.0,96.6092382945321,0.7073222460835231,A,0.9660923829453211,5.698,3.018603018603013,5.909000000000001,-0.6600101540023792,5.699,3.0005264081417837,0.0,0.0,59.482758620689665,0.009449298910446657,-0.0002897472350232677,0.009739046145469926,5.699,6.363938461735175,5.034061538264825,0.23335268002638176,2.44328097731239,2.44328097731239,-1.67504187604689,-0.8445945945945943,15.324165029469562,80.82253651970403,65.68657595738603,51.51570740697866,9099995.4,1.0063010581302052,12411815.5,0.7377917436816556,11072340.9,0.827045977242265,5.7906190283218315,5.794702416713751,5.776759323599871,5.846928009089985,5.811636363636364,5.804809523809525,5.812694668691167,5.7856750706057944,5.781079047039325,5.841508380301256,5.706041666666667,5.66875,6.0063529588225,19.600414131521653,26.042236697844864,64.28571428571429,100.0,-4.057187017001364,0.9977528089887645,0.8359550561797754,37.74052009880706,41.19467533954992,30.832209617321354,42.72727272727272,33.333333333333336,-57.27272727272729,-0.8445945945945943,-0.04999999999999982,15.324165029469562,0.7800000000000002,0.100976459075941,18.96551724137932,66.2307568761963,-1.3246178152846284,0.280776370215165,4.7832431041765755,0.25315590470678884,26.354985068384565,52.958073350288906,88211175.0,5.92293713850223,0.15961934161992805,57736233.81406501,3578497.660455651,842.1597023757976,82558.15134702362,0.03769290646015688,5.739999999999999,5.839999999999999,5.629999999999999,5.949999999999999,5.529999999999999,0,0,0,0,0.6285833275110686,-0.10902896081771718,0
2020-03-05,5.84,5.85,5.75,5.79,7772480.0,55269998.0,1.64,-1.3628620102214661,000408.SZ,99.87253027405991,100,99.0,100.0,96.6092382945321,0.7073222460835231,A,0.9660923829453211,5.764,0.4510756419153331,5.8660000000000005,-1.2956017729287506,5.7355,0.9502222997123179,0.0,0.0,55.06607929515419,0.008762017881738693,0.0015206057883291246,0.007241412093409568,5.7355,6.329061064122394,5.141938935877606,0.20697796674131072,-1.3628620102214661,1.5789473684210575,6.043956043956045,-6.913183279742762,14.426877470355738,40.13127444461919,59.41108870564994,51.857710438766624,8146578.0,0.954079123774424,11024737.4,0.7050036402681119,11134393.9,0.6980604485350568,5.790412685547888,5.793847431856705,5.778020340399883,5.8450615169886735,5.79,5.81347619047619,5.807868832227917,5.782513009752988,5.783069581568925,5.838403780085056,5.754166666666666,5.6609,5.995367066290484,18.218345294556755,24.51107360707825,71.42857142857143,35.714285714285715,-26.86929223744287,0.986486486486487,0.8445945945945947,41.61604293506967,41.33513120472317,42.17786639576268,35.45454545454544,36.06060606060606,-64.54545454545456,-6.913183279742762,-0.4299999999999997,14.426877470355738,0.7300000000000004,0.0974253570698469,10.132158590308382,61.77490845202115,-1.2117424340220477,0.26929234377122463,4.650990393285399,0.23969417327773618,26.048557009203847,52.87282625433652,80438695.0,5.920845463620373,0.1615258074037963,56181737.81406504,3472569.4832835896,830.6822277267237,-18064.213131122684,0.03265647572398469,5.830000000000001,5.910000000000002,5.790000000000002,5.950000000000001,5.710000000000001,0,0,0,0,0.5459093455536715,-0.11571675302245255,0
2020-03-08,5.71,5.71,5.5,5.53,9449947.0,65057822.0,2.0,-4.490500863557855,000408.SZ,99.87253027405991,100,99.0,100.0,96.6092382945321,0.7073222460835231,A,0.9660923829453211,5.724,-3.3892382948986715,5.7860000000000005,-4.424472865537508,5.748,-3.792623521224773,0.0,0.0,48.38709677419355,-0.012617042957070446,-0.0013069239607507895,-0.011310118996319656,5.748,6.310909733812674,5.185090266187326,0.19586281621874532,-4.490500863557855,-3.4904013961605584,-3.4904013961605584,-12.638230647709314,4.734848484848486,40.64367107208884,60.576131061215236,53.148318882378696,8496253.4,1.1122487236550642,10026454.2,0.9425013879782147,11176288.6,0.8455353416696846,5.703608457031926,5.745875171519122,5.754399355599894,5.8347316311857655,5.728909090909092,5.793904761904761,5.7180971951830015,5.663152032215695,5.7375963494576085,5.767889543404816,5.792291666666667,5.65545,5.94213215000242,17.952501550896518,23.315504065087445,78.57142857142857,42.857142857142854,-116.02319332484808,0.9106753812636169,0.8867102396514163,33.847315008356304,38.839192472600885,23.863560079867142,11.818181818181813,29.999999999999996,-88.18181818181819,-12.638230647709314,-0.7999999999999998,4.734848484848486,0.25,0.07605841674471758,-3.2258064516129057,56.70657419205302,-2.916233063998994,0.27077146207328007,4.896409802410127,0.2472230385082091,25.97139838917176,54.131823065639765,70988748.0,5.914116319555681,0.09965147606278199,49431775.67120792,3048219.53164283,830.6822277267237,-366481.6426838191,-0.010562292101005554,5.796666666666667,5.843333333333334,5.743333333333334,5.8966666666666665,5.696666666666667,0,0,0,0,0.30636327024987425,-0.11030741410488254,0
2020-03-09,5.45,5.57,5.24,5.52,9994418.0,66521524.0,2.11,-0.1808318264014619,000408.SZ,99.87253027405991,100,99.0,100.0,96.6092382945321,0.7073222460835231,A,0.9660923829453211,5.688000000000001,-2.9535864978903135,5.723,-3.5470906867027834,5.7604999999999995,-4.174984810346323,0.0,0.0,44.39655172413792,-0.030020956230131013,-0.007049730414626834,-0.02297122581550418,5.7604999999999995,6.288753328382672,5.232246671617327,0.18340537397193735,-0.1808318264014619,-5.962521294718915,-3.157894736842115,-10.2439024390244,4.743833017077792,40.80008648344693,60.11872628159012,53.14731233572366,8736217.0,1.144021262292363,9098092.3,1.0985179827203995,11181003.75,0.8938748455388006,5.642405638021284,5.704806958515645,5.732075607447523,5.824412561310822,5.680545454545455,5.7721904761904765,5.648478258146883,5.580163441510562,5.69667521070474,5.707257128018428,5.816666666666666,5.652825,5.903349990484237,18.5478052755702,23.25384863891032,85.71428571428571,0.0,-141.089292330493,0.8340707964601775,1.002212389380531,34.686088793449635,37.45482457955047,29.14861722124796,22.222222222222175,23.164983164983145,-77.77777777777783,-10.2439024390244,-0.6300000000000008,4.743833017077792,0.25,0.044396520330480804,-11.206896551724162,49.851527048443245,-4.442418511560648,0.27500207192518866,4.9819215928476215,0.26333970873721796,25.777995306360562,48.403657569158696,60994330.0,5.904487423266286,0.1665988995498063,56397582.15605636,3030146.4430352338,830.6822277267237,-328404.8623004174,-0.09814070736223972,5.580000000000001,5.660000000000002,5.450000000000002,5.790000000000001,5.370000000000001,0,1,0,0,0.2723630055144876,-0.12862318840579712,0
2020-03-10,5.56,5.56,5.4,5.43,7261967.0,48846277.0,1.53,-1.6304347826086918,000408.SZ,99.87253027405991,100,99.0,100.0,96.6092382945321,0.7073222460835231,A,0.9660923829453211,5.628,-3.5181236673774055,5.673,-4.283447911158123,5.759,-5.7127973606529014,0.0,0.0,39.207048458149785,-0.05049386883745566,-0.0157385580991926,-0.03475531073826306,5.759,6.291003165799844,5.226996834200157,0.1847553970480443,-1.6304347826086918,-6.217616580310892,-5.235602094240854,-8.431703204047214,-0.5494505494505586,39.86851480268286,58.56417567437637,52.048658491970976,8727229.4,0.8321045164688807,8670218.9,0.8375759693910381,11057097.7,0.6567697235776437,5.5716037586808564,5.654842056967346,5.70330650197633,5.811481001923582,5.627272727272727,5.740714285714285,5.567874564489751,5.486912520970989,5.645248380925589,5.634322650787919,5.826180555555555,5.6518,5.868655399697263,19.100587305624337,23.196597171745843,92.85714285714286,7.142857142857143,-111.90556492411471,0.8564920273348523,1.0045558086560364,32.576795514041024,35.82881489104732,26.072756760028426,15.079365079365042,16.37325637325635,-84.92063492063497,-8.431703204047214,-0.5,-0.5494505494505586,-0.03000000000000025,0.0026637389652472976,-21.585903083700437,47.490105130947626,-6.3520616783237225,0.26678763821624657,4.91321617341154,0.2845200315472511,25.606288731087826,47.297854886148606,53732363.0,5.8980273686073685,0.11694747454951546,51858852.781056315,2911744.807165669,817.1384957529184,-374858.02911464334,-0.08925481134164513,5.4433333333333325,5.646666666666665,5.316666666666665,5.7733333333333325,5.113333333333332,0,0,0,0,0.19079131370829022,-0.13075506445672191,0
2020-03-11,5.37,5.4,5.2,5.23,6739675.0,43693378.0,1.42,-3.6832412523020164,000408.SZ,99.87253027405991,100,99.0,100.0,96.6092382945321,0.7073222460835231,A,0.9660923829453211,5.5,-4.909090909090901,5.599,-6.590462582604033,5.7445,-8.956393071633736,0.0,0.0,27.18894009216592,-0.08191288733222635,-0.02897342394579935,-0.052939463386426994,5.7445,6.318111825467183,5.170888174532818,0.1997081819017085,-3.6832412523020164,-5.424954792043401,-10.902896081771718,-12.395309882747064,-5.253623188405787,28.089851590779148,59.54005986468604,53.48744054384655,8243697.4,0.8175548753160202,8671846.4,0.7771903109353966,10873182.4,0.6198438278750846,5.457735839120572,5.577598046609647,5.658229692264299,5.792416051040841,5.5467272727272725,5.690333333333333,5.443243180653497,5.3382300212920555,5.5649171358598855,5.523135081367718,5.821736111111111,5.65165,5.795012355314333,20.19064538996629,24.145250488153053,100.0,0.0,-149.06552330694822,0.7602040816326536,1.1632653061224492,23.126314380252715,31.594648054115787,6.189647032526565,2.479338842975227,13.260308714854153,-97.52066115702476,-12.395309882747064,-0.7399999999999993,-5.253623188405787,-0.28999999999999915,-0.05521681978833959,-45.62211981566815,37.049070134215135,-9.221723196165579,0.26415994977222895,5.050859460272063,0.2978761819619348,25.434041451180438,44.54133227810895,46992688.0,5.889696085687943,0.0928758969196866,47141080.28105633,2663506.3172945827,787.0413135889067,-513869.0249554079,-0.19324876588538079,5.463333333333334,5.526666666666667,5.366666666666668,5.623333333333333,5.303333333333335,0,0,0,0,0.051525982243338736,-0.09369024856596564,0
2020-03-12,4.95,5.17,4.83,5.12,8557336.0,52439814.0,1.81,-2.103250478011476,000408.SZ,99.87253027405991,100,99.0,100.0,96.6092382945321,0.7073222460835231,A,0.9660923829453211,5.3660000000000005,-4.584420424897511,5.5649999999999995,-7.9964061096136465,5.729,-10.630127421888638,0.0,0.0,22.119815668202776,-0.11437037604086786,-0.04605281436481305,-0.06831756167605481,5.729,6.35293994312881,5.10506005687119,0.21781809849146788,-2.103250478011476,-7.246376811594191,-11.571675302245254,-6.227106227106227,-5.7090239410681365,27.05700586107456,44.27342257352011,53.67941041050184,8400668.6,1.0186493965492223,8273623.3,1.0342912276414615,10941985.7,0.7820642646242904,5.3451572260803815,5.494398401771528,5.606969721572461,5.770369623137863,5.459636363636363,5.630857142857144,5.316399256576219,5.194770443175729,5.476166006580614,5.4044426233181175,5.807152777777778,5.652525,5.758577506183197,22.042752301640782,25.446097912923953,100.0,0.0,-186.07181719260066,0.6075949367088612,1.1822784810126585,24.368160204119096,29.18581877078356,14.732843070790175,21.323529411764703,12.96074444470166,-78.67647058823529,-6.227106227106227,-0.33999999999999986,-5.7090239410681365,-0.3099999999999996,-0.1260491445268186,-55.76036866359445,24.79278743295322,-12.300156074559746,0.27386281050278405,5.3488830176325015,0.28915564841619196,25.413316131057503,40.4019597149302,38435352.0,5.8754727963851785,0.13630176296983879,53181552.751644574,2483524.1069695344,787.0413135889067,-574931.5871046358,-0.2885887442749566,5.276666666666667,5.353333333333334,5.153333333333334,5.4766666666666675,5.076666666666667,0,0,0,0,0.011972260546337122,-0.07421875,0
2020-03-15,5.17,5.17,4.88,4.92,7902800.0,48677427.0,1.67,-3.90625,000408.SZ,99.87253027405991,100,99.0,100.0,96.6092382945321,0.7073222460835231,A,0.9660923829453211,5.244,-6.17848970251716,5.484,-10.284463894967178,5.697,-13.638757240652977,0.0,0.0,21.917808219178085,-0.1544510822822147,-0.06773246794829338,-0.08671861433392133,5.697,6.415861673246781,4.9781383267532195,0.25236498973030735,-3.90625,-9.392265193370164,-11.030741410488254,-14.136125654450272,-11.51079136690647,24.42726993707646,34.39382342100451,54.23724238182952,8091239.2,0.9767107120007031,8293746.3,0.9528625200411543,10942462.75,0.7222140189602199,5.203438150720254,5.389962328722159,5.541544033803655,5.742488651887441,5.342363636363636,5.553809523809525,5.158878968340149,5.01593194495063,5.364003145591637,5.256824546869227,5.7804166666666665,5.652975,5.558351519824996,23.76256586248138,25.961488838904884,100.0,7.142857142857143,-163.43290659080142,0.7057220708446871,1.1743869209809266,19.13005552069478,25.83389768742063,5.72237118724307,7.031249999999988,10.278039418246644,-92.96875000000001,-14.136125654450272,-0.8100000000000005,-11.51079136690647,-0.6399999999999997,-0.2126482307980515,-56.164383561643824,27.602646990442224,-15.966565842800506,0.2750154668954424,5.589745262102487,0.31284321811552496,25.362617575893754,39.91317552349327,30532552.0,5.861992740216411,0.0740795877264284,47458835.51026527,2174820.9819695344,756.29751227684,-718592.7889468309,-0.2422052424231468,5.04,5.25,4.91,5.38,4.7,0,0,0,0,-0.040437770517542326,-0.09552845528455278,0
2020-03-16,4.89,5.0,4.62,4.81,9711321.0,56782585.0,2.05,-2.2357723577235866,000408.SZ,99.87253027405991,100,99.0,100.0,96.6092382945321,0.7073222460835231,A,0.9660923829453211,5.102,-5.723245785966301,5.395,-10.843373493975903,5.657,-14.97260031818986,0.0,0.0,23.076923076923094,-0.1928681474880305,-0.0927596038562408,-0.1001085436317897,5.657,6.4780160585646644,4.835983941435336,0.29026553246054954,-2.2357723577235866,-8.030592734225639,-12.86231884057971,-15.614035087719301,-14.26024955436721,16.143473980974505,34.118008534265584,54.26521317954934,8034619.8,1.2086845727286313,8385418.4,1.15812002893022,11000023.85,0.8828454494669119,5.072292100480169,5.284514632590858,5.471873173441402,5.711915253464901,5.219818181818183,5.469333333333333,5.009171040898147,4.856001468870692,5.248205400921824,5.109500440085181,5.749166666666667,5.652525,5.371100051471055,25.849830792025386,26.685213724554615,100.0,0.0,-164.78699827628648,0.6226912928759898,1.203166226912929,17.820037013796508,23.16261079621259,7.134889448964344,13.669064748201407,14.007948053322037,-86.33093525179859,-15.614035087719301,-0.8900000000000006,-14.26024955436721,-0.8000000000000007,-0.30987348180753216,-53.846153846153825,28.539359623777273,-19.62593946288453,0.2825143621171965,5.873479461895977,0.35330542774591456,25.423402829892446,38.00835475211023,20821231.0,5.842674076970517,0.06813344908757475,47458835.510265246,1957697.9514817286,756.29751227684,-768543.1490972841,-0.30570121255718774,4.99,5.1000000000000005,4.8100000000000005,5.28,4.7,0,0,0,0,-0.01582425895588586,-0.06029106029106035,0
